"transport_mode","angle","diff_s","steplength","velocity","step_mean","diff_s_mean","velocity_mean","acceleration","acceleration_mean","sinuosity"
"Tram",179.767554272696,5,44.2427204881542,8.84854409763084,87.3525823560528,4.83333333333333,18.0729480736661,2.21213602440771,1.70799736253336,1.00000472113559
"Tram",179.70396911964,4,41.1374119467938,10.2843529866985,76.6037198817842,4.16666666666667,18.3848927716282,2.05687059733969,1.64635500478986,1.00003258324207
"Tram",179.582085015812,4,16.8434984873888,4.21087462184719,58.8303122218836,4.16666666666667,14.1192749332521,1.0527186554618,1.75624508010928,1.00026763568805
"Tram",178.407979093678,4,9.05912414591727,2.26478103647932,42.305761772811,4.16666666666667,10.1533828254746,0.56619525911983,1.45875523137823,1.00165164308765
"Tram",176.476134729265,4,9.81447154698954,2.45361788674738,36.8022151786664,4,9.20055379466659,0.613404471686846,1.26874973398373,1.0020593555406
"Tram",177.551297305837,4,30.029578509587,7.50739462739674,37.8721914670529,4,9.46804786676321,1.87684865684918,1.12179337856337,1.0013279542636
"Tram",179.842846678479,4,29.3298072765212,7.33245181913029,45.3260254125008,4.83333333333333,9.37779836120706,1.83311295478257,0.975907636496449,1.00037647121833
"Tram",179.679223255939,4,14.1135606823385,3.52839017058462,45.8920609098513,4.83333333333333,9.49490915376234,0.882097542646155,0.999663022936539,1.00010085043882
"Tram",178.460515256019,9,37.014339938299,4.11270443758878,42.6764433365541,4.83333333333333,8.8296089661836,1.02817610939719,0.988408527635557,1.00006047434805
"Tram",179.301335447671,4,1.13466459576104,0.28366614894026,33.9962447002307,4.83333333333333,7.03370580004772,0.0315184609933622,1.8081511403475,1.00027448655837
"Tram",179.240400060099,4,11.7197274272073,2.92993185680182,44.255012258816,4.83333333333333,9.15620943285849,0.732482964200456,1.76799749276801,1.00243163191941
"Tram",176.394455549653,4,8.55396807327961,2.1384920183199,61.4291828983793,4.83333333333333,12.7094861169061,0.534623004579975,1.82038215148008,1.00216892689025
"Tram",175.914696255886,4,121.840751133324,30.460187783331,84.2272644466813,4.66666666666667,18.0486995242888,7.61504694583276,1.70088566771868,1.00062391025168
"Tram",179.94481990582,4,24.832598747619,6.20814968690476,92.4614542646867,4.66666666666667,19.8131687710043,1.55203742172619,2.08564089642315,1.00059718530436
"Tram",179.565499820517,8,39.961284916181,4.99516061452263,83.7421802085577,4.66666666666667,17.9447529018338,1.24879015363066,2.2355150146029,1.00016555953185
"Tram",177.913665414169,4,6.13442313815572,1.53360578453893,72.1021912964884,4.83333333333333,14.9176947509976,0.191700723067366,2.48818132074388,1.00005735343134
"Tram",179.003751303866,4,43.5968809907947,10.8992202476987,61.8775308418771,4.83333333333333,12.8022477603884,2.72480506192467,1.81743585995078,1.0000497250887
"Tram",179.161129777945,5,35.6320358291733,7.12640716583466,71.4597969079653,4.83333333333333,14.7847855671652,1.78160179145867,1.79041777810845,1.00003827958321
"Tram",179.93931058196,4,46.0657429513364,11.5164357378341,75.6094017843929,4.16666666666667,18.1462564282543,2.30328714756682,1.71502860875897,1.00004104473956
"Tram",179.800034207304,4,46.7172595244969,11.6793148811242,74.7251343274681,4.16666666666667,17.9340322385923,2.91982872028106,1.77222559739548,1.00004801590695
"Tram",179.924673183045,4,21.8065735812786,5.45164339531964,60.9785272403593,4.16666666666667,14.6348465376862,1.36291084882991,1.39604422186381,1.00005137140838
"Tram",177.949882825191,4,11.5370554909485,2.88426387273713,43.3234798551412,4,10.8308699637853,0.721065968184282,1.29214456578193,1.00008583565969
"Tram",179.691996793173,4,9.47327429636765,2.36831857409191,28.8560798966322,4,7.21401997415804,0.592079643522978,1.06576249537099,1.00053955896089
"Tram",177.641797365508,4,1.46456693124697,0.366141732811743,20.4841101915244,4,5.12102754788109,0.0915354332029358,0.971765651384181,1.00156690996626
"Tram",178.909567105226,4,16.868867182168,4.217216795542,24.0913965267559,4,6.02284913168898,1.0543041988855,1.0216888644396,1.00309527498164
"Tram",175.941687999269,4,11.4978024750442,2.87445061876104,34.0065270195732,4.16666666666667,8.16156648469758,0.71861265469026,0.950059421274535,1.00331699065493
"Tram",176.512314564223,4,36.1896129979744,9.04740324949359,41.8442560493714,4.16666666666667,10.0426214518491,2.2618508123734,0.932886705718044,1.00215855819792
"Tram",176.931440893837,5,34.2474668043574,6.84949336087149,44.5611696197114,4.16666666666667,10.6946807087307,1.71237334021787,0.988584290353487,1.00192185087039
"Tram",177.304079113005,4,4.39319732057597,1.09829933014399,37.0845336377902,4.16666666666667,8.90028807306965,0.219659866028799,0.901644957211517,1.0008153218945
"Tram",177.969315786996,4,7.54993015404066,1.88748253851017,29.5281662645071,5.5,5.36875750263766,0.471870634627541,0.819019814143015,1.00404122443273
"Tram",178.659995183242,4,7.70269641041664,1.92567410260416,23.0112862431465,5.5,4.18387022602664,0.48141852565104,0.545005596519255,1.00888921775633
"Tram",171.536944592396,12,21.3949856108021,1.78291546756684,20.9224237118305,5.33333333333333,3.92295444596822,0.445728866891709,0.300967934877754,1.00962663517794
"Tram",171.431148721204,4,6.73135935411592,1.68283983852898,20.7309467965426,68.1666666666667,0.304121468897936,0.140236653210748,0.269752232968996,1.01146328531392
"Tram",174.926301668825,4,5.50002062411325,1.37500515602831,17.529942204473,70,0.250427745778186,0.343751289007078,0.255831744511494,1.04701623900497
"Tram",178.338097509041,381,6.26319610049944,0.0164388349094473,28.5918302338739,72,0.397108753248249,0.00410970872736183,0.195026045833777,1.02074604772243
"Bus",143.403307611163,15,6.57197949471243,0.438131966314162,41.3232597686264,72.5,0.569975996808641,0.00114995266749124,0.149742264952307,1.00976704082679
"Bus",152.811697758432,16,89.8625317020066,5.61640823137541,60.5152144219999,74.5,0.81228475734228,0.374427215425027,0.195287772154051,1.00826262560896
"Bus",174.419019667665,15,13.386872377686,0.892458158512403,82.4945662854738,76.3333333333333,1.08071484216778,0.0557786349070252,0.149174482221244,1.04695692415562
"Bus",166.614041330918,16,30.89817617314,1.93113601082125,89.6614676728546,15.5,5.78461081760352,0.128742400721416,0.172558853872743,1.05495576364802
"Bus",154.376118909194,15,110.173248869509,7.34488325796729,97.7506688493737,15.5,6.30649476447572,0.459055203622955,0.252711388281687,1.06864736219555
"Bus",147.906453572872,16,5.02998227458321,0.314373892161451,104.864430125589,15.5,6.7654471048767,0.02095825947743,0.242102719416172,1.05630600448642
"Bus",168.239029240222,15,40.2720744690847,2.68480496460564,121.484832621869,15.6666666666667,7.75435101841714,0.167800310287853,0.244477472388851,1.04546952688138
"Bus",175.05807558936,16,134.932246447224,8.43326540295152,133.302458795541,15.6666666666667,8.50866758269412,0.562217693530101,0.243704315245405,1.07621354477706
"Bus",172.729449145047,16,76.842632541804,4.80266453386275,126.986497552014,15.8333333333333,8.02019984539035,0.300166533366422,0.267671376407134,1.0830643306599
"Bus",103.167577788273,16,18.5348878632388,1.15843049145243,130.848612679217,15.6666666666667,8.35203910718408,0.0724019057157767,0.360601294485043,1.05777176195039
"Bus",143.607851835118,16,31.5725569836274,1.97328481147671,142.645636667678,15.8333333333333,9.00919810532704,0.123330300717294,0.346669790123415,1.04461954131168
"Bus",133.360574228518,15,150.437911621215,10.029194108081,163.813780502263,15.8333333333333,10.3461335054061,0.626824631755062,0.279239894787595,1.05453293983225
"Bus",179.429515307025,16,161.152244645471,10.0720152903419,174.058497927672,15.6666666666667,11.1101168890004,0.671467686022795,0.249985214763891,1.0626566165748
"Bus",179.04820614571,16,17.991623617653,1.12447647610331,154.498741450827,15.6666666666667,9.86162179473365,0.070279779756457,0.244980178597827,1.02332315911119
"Bus",177.108631407854,15,21.6500222830465,1.44333481886977,109.267585469244,18.1666666666667,6.01472947537124,0.0902084261793605,0.227999682164153,1.0009144304047
"Walk",173.869641949301,16,22.892105568118,1.43075659800737,63.4775350456327,40.1666666666667,1.58035356960081,0.0953837732004916,0.138511796795604,1.034400592118
"Walk",165.919084070539,31,18.5338596664506,0.597866440853246,37.3563351223326,153.5,0.243363746725294,0.0373666525533279,0.0432866223480595,1.87245342674723
"Walk",114.65079289661,147,20.3553246309596,0.138471596128977,48.5218943406917,153.333333333333,0.316447137004511,0.00446682568157989,0.0625370907166617,1.67150173509616
"Walk",100.091621667455,696,41.8900293347882,0.0601868237568796,60.9384370362777,153.5,0.396993075154904,0.000409434175216868,0.0779817488879843,1.37918110477871
"Walk",132.962926662228,15,51.066893451423,3.4044595634282,72.6820781326016,153.5,0.473498880342681,0.00489146488998305,0.0888034184575349,1.1987318765176
"Walk",171.963826072444,16,49.2079340008013,3.07549587505008,87.2553681686949,150.833333333333,0.578488628742728,0.205033058336672,0.108965828406852,1.07658384576053
"Walk",167.255460263443,16,50.7701845449263,3.1731365340579,89.3134587688439,129,0.692352393556929,0.198321033378619,0.127968349787953,1.17997002250768
"Walk",162.781005639425,15,41.0725104449629,2.73816736299753,85.827036143396,15.6666666666667,5.47832145596145,0.171135460187346,0.144675888254369,1.21945521606887
"Walk",122.471185930101,16,42.8408453276512,2.6775528329782,82.0482026655997,15.8333333333333,5.18199174730103,0.178503522198547,0.163779021908313,1.2125235467262
"Walk",157.772084327033,16,35.1960256894175,2.19975160558859,68.0063503090245,15.8333333333333,4.29513791425418,0.137484475349287,0.15371844469349,1.21392965404684
"Walk",126.267720967918,16,30.0447240806736,1.8777952550421,66.3307344994964,15.6666666666667,4.23387667018062,0.117362203440131,0.14265184914523,1.21835792822625
"Walk",153.760462141283,16,35.4850305197023,2.21781440748139,64.362142910987,15.8333333333333,4.06497744700971,0.138613400467587,0.137392581902593,1.29139682469526
"Walk",158.693713643352,15,32.3061642798985,2.15374428532657,61.5810757450794,15.6666666666667,3.93070696245188,0.134609017832911,0.130694556491245,1.29199750686723
"Walk",173.808213955974,16,29.0051674897927,1.81282296811205,62.3636644772706,15.6666666666667,3.9806594347194,0.120854864540803,0.128238683055072,1.07436846267911
"Walk",171.057133148838,15,32.2369414773331,2.14912943182221,61.8978386405932,15.5,3.9934089445544,0.134320589488888,0.130354082617026,1.05348511697951
"Walk",175.89221192947,16,31.5881626365862,1.97426016478664,60.0708603528746,15.5,3.87553937760481,0.131617344319109,0.111057523017235,1.09469917168869
"Walk",150.738224400267,15,28.8704067110583,1.92469378073722,56.069119075153,20.8333333333333,2.69131771560734,0.120293361296076,0.0972381777341967,1.09056424742999
"Walk",150.591739005354,16,31.7208000897132,1.98255000560707,50.8836990683702,20.8333333333333,2.44241755528177,0.132170000373805,0.0976695919342908,1.09370930840511
"Walk",135.41891178219,47,2.66018741832807,0.0565997323048525,44.5493314482198,20.8333333333333,2.13836790951455,0.00353748326905328,0.0994443405231421,1.09704923855409
"Walk",142.667345121256,16,28.4809478404351,1.78005924002719,42.7085884350017,20.8333333333333,2.05001224488008,0.0378736008516424,0.0987527476940839,1.17852949021971
"Walk",164.757097357694,15,29.7299433459508,1.98199622306339,42.9890240326227,21,2.04709638250584,0.123874763941462,0.0978702035175307,1.58492206608416
"Walk",92.9611599131776,16,35.2185191066033,2.2011574441627,53.013179715945,21,2.52443712933071,0.146743829610847,0.0789991722560174,2.42848684574354
"Walk",134.200021456164,16,32.4547057960196,2.02841911225123,49.6671085323881,848.166666666667,0.058558194378921,0.126776194515702,0.078499999998118,2.35081755954078
"Walk",124.304932131778,16,29.2135813274122,1.82584883296326,43.9957042437486,865.166666666667,0.0508522877022715,0.114115552060204,0.0740899024583624,2.3077809160349
"Walk",61.9602310730025,118,25.5847710240369,0.216820093424042,35.3816247014918,865.166666666667,0.0408957326543924,4.32774637572938e-05,0.0668475805251777,1.74860027522231
"Walk",162.549570551026,16,13.2215093224906,0.826344332655663,34.9470933518124,865.166666666667,0.0403934810462097,0.00700291807335308,0.0536117954010971,1.57492823370997
"Walk",80.8572330884774,15,43.3542257666043,2.89028171777362,40.7347223150897,865.166666666667,0.0470830926392869,0.180642607360851,0.106087873502621,1.55594977887192
"Walk",167.224887250465,16,9.42713583819953,0.58919598988747,49.8446890587243,32.8333333333333,1.51811235711851,0.0392797326591647,0.183673415079859,1.26924030501915
"Tram",138.298099444664,16,8.73617885366716,0.546011178354198,85.5307863136693,15.8333333333333,5.40194439875806,0.0341256986471374,0.234627516624355,1.23097910051457
"Tram",120.415543430811,16,123.250713285344,7.70316958033399,136.595230112317,15.8333333333333,8.62706716498842,0.481448098770874,0.279711078007347,1.1871646115673
"Tram",163.405148182248,16,139.051922581472,8.69074516134201,169.176471522473,15.8333333333333,10.6848297803667,0.543171572583875,0.293374443456609,1.13970826041592
"Tram",174.961058624782,16,91.3208289984582,5.70755181240364,179.13729955051,15.8333333333333,11.3139347084533,0.356721988275227,0.293228292950026,1.23170889258171
"Tram",113.96525085503,15,77.4210834610315,5.16140556406876,172.369607836541,15.8333333333333,10.886501547571,0.322587847754298,0.305589787718911,1.22222560810305
"Tram",151.369588670182,16,66.3086797213645,4.14429248258528,120.607397644167,15.8333333333333,7.61730932489477,0.276286165505686,0.292133146197209,1.37351920705987
"Tram",110.144275270541,16,9.79370985294941,0.612106865809338,92.2175404663099,15.6666666666667,5.88622598721127,0.0382566791130836,0.286582706078788,1.39774799734602
"Tram",100.174638685639,16,30.8879774795095,1.93049859246934,103.422599352503,15.6666666666667,6.60144251186191,0.120656162029334,0.266125318864106,1.12030642482641
"Tram",166.662320730475,15,92.940385948551,6.1960257299034,122.726596851175,15.8333333333333,7.75115348533739,0.387251608118962,0.225630127799027,1.05747613531246
"Tram",165.087380357638,16,121.036438021182,7.56477737632387,139.015589521203,20.8333333333333,6.67274829701777,0.504318491754925,0.18847128450955,1.05391324355924
"Tram",163.112927555527,16,54.6611911097477,3.41632444435923,134.196565319731,26,5.1614063584512,0.213520277772452,0.19219630671589,1.0864049800345
"Walk",160.359140219555,46,28.7934315798767,0.625944164779927,109.424611649513,26,4.20863890959666,0.0391215102987455,0.210225657153663,1.11762945150402
"Walk",84.9927288736651,47,34.9687554803486,0.744016074049971,95.4935400878343,26.1666666666667,3.64943465303826,0.0161742624793472,0.197485061543546,1.14020004116933
"Walk",163.269200010028,16,48.3775395872141,3.02359622420088,86.6355675192291,26.1666666666667,3.31091340837818,0.0643318345574656,0.13908135072456,1.15663831076726
"Walk",177.001427182708,16,63.1965734639988,3.94978584149993,97.3944863033161,26,3.74594178089677,0.246861615093745,0.108970402348901,1.100626434982
"Walk",177.959600787069,16,76.3052643451234,4.76907902157021,100.269391046223,57.8333333333333,1.73376468667821,0.298067438848138,0.104712392510003,1.01294177402867
"Walk",161.384445433386,15,22.9182038452856,1.52788025635238,85.1157104380512,52.5,1.62125162739145,0.0954925160220235,0.12902787212631,1.10386406401857
"Walk",139.628805590073,237,9.75363715281338,0.0411545871426725,66.9210527531837,52.5,1.27468671910826,0.00274363914284483,0.150080729606552,1.26296851497022
"Walk",83.3406585506574,15,33.1163942710643,2.20775961807095,64.781634843132,52.5,1.23393590177394,0.00931544142645971,0.140980625414278,1.38922137335417
"Walk",168.829921205334,16,44.7318287504378,2.79573929690236,67.9891309342219,52.5,1.29503106541375,0.186382619793491,0.123879815786195,1.15269635049517
"Walk",167.17611619649,16,54.1956702513062,3.38722939070664,82.1051183502924,52.5,1.56390701619605,0.211701836919165,0.13962255836627,1.1111909688022
"Walk",173.225045778653,16,46.8891867514438,2.93057417196523,88.5679336790542,15.5,5.71406023735834,0.183160885747827,0.163064117992416,1.15806946929665
"Walk",145.632891223755,15,42.8068251483725,2.85378834322483,90.2657016055712,15.6666666666667,5.76164052801518,0.178361771451552,0.188769581956006,1.18321432689958
"Walk",138.252729397815,15,46.2806356685736,3.08537571123824,87.2631808275571,15.6666666666667,5.56999026558875,0.205691714082549,0.178048477679702,1.14002125147454
"Walk",173.481042287628,16,40.040293566209,2.50251834788806,78.5410330494785,15.6666666666667,5.01325742869012,0.166834556525871,0.167849110380467,1.14911308966222
"Walk",133.768556754909,16,48.4489444279255,3.02805902674534,79.6065512314548,15.6666666666667,5.08126922753967,0.189253689171584,0.163294635891237,1.22043139040538
"Walk",157.699160592939,16,28.5017318039986,1.78135823774991,73.7804722002854,15.6666666666667,4.70939184257141,0.111334889859369,0.159009801871289,1.31030247626705
"Walk",151.275096288659,16,35.9184040510756,2.24490025319222,69.5127891395574,15.6666666666667,4.43698654082281,0.140306265824514,0.142457135657838,1.17810527377294
"Walk",171.886435985649,15,36.3070954375727,2.42047302917151,65.2429833663486,15.6666666666667,4.16444574678821,0.151279564323219,0.136298477243012,1.08408699275234
"Walk",147.777381617565,15,33.3827849951819,2.22551899967879,61.6373777635272,15.6666666666667,3.93430070831025,0.148367933311919,0.126540654778146,1.05363287917604
"Walk",125.313845948213,16,21.5575321412138,1.34734575882586,58.3432993982878,15.5,3.7640838321476,0.0898230505883908,0.124756602730054,1.04933717812025
"Walk",133.797894589291,16,31.6733305912549,1.97958316195343,54.2918963218019,15.5,3.50270298850335,0.123723947622089,0.112740554291822,1.0763448055707
"Walk",164.570496552291,15,29.0277436602045,1.9351829106803,49.8764711396691,15.5,3.21783684772058,0.120948931917519,0.0929051826836616,1.14694881199932
"Walk",140.94973023664,16,23.7231661254546,1.48269788284091,45.158658757682,21,2.15041232179438,0.0988465255227275,0.0749684039677622,1.11673020942862
"Walk",151.850435589914,15,13.4865424216528,0.899102828110184,37.1176624103759,21,1.76750773382742,0.0561939267568865,0.0758393924779285,1.12177839454459
"Walk",126.074803198143,48,8.95101340759106,0.186479445991481,30.7076633823935,21,1.46226968487588,0.0124319630660987,0.0730202182674083,1.23425110383526
"Walk",159.990559150964,16,17.5184504068794,1.09490315042996,30.8011480149158,21.1666666666667,1.45517234716138,0.0228104823006242,0.0776619451184545,1.20164655647285
"Walk",111.539925208033,16,24.5555123608461,1.53471952255288,40.543975313631,21,1.93066549112529,0.0959199701595549,0.0797182441117645,1.13718898700386
"Walk",177.059799119883,16,26.6213704060026,1.66383565037517,46.0195277604526,21.1666666666667,2.17415091781666,0.103989728148448,0.0861707677525453,1.1256916270071
"Walk",157.443479134253,15,36.825844769962,2.45505631799747,54.3732858254451,15.8333333333333,3.43410226265969,0.153441019874842,0.0991620945473887,1.07256045907059
"Walk",163.618718546641,16,27.1777484342155,1.69860927713847,57.2173691773382,15.8333333333333,3.61372857962136,0.113240618475898,0.114124203526043,1.02570835888217
"Walk",156.866196232222,16,25.9485676140421,1.62178547587763,56.8666060066967,15.8333333333333,3.59157511621243,0.101361592242352,0.115521458925637,1.01898246466483
"Walk",172.239748015573,16,26.4630401612807,1.65394001008004,55.6982802666078,15.8333333333333,3.51778612210154,0.103371250630003,0.110795725374701,1.03644390565017
"Walk",179.834948679691,16,32.6515827587078,2.04072392241924,51.5578357573351,16,3.22236473483344,0.127545245151203,0.0998905020627008,1.1537385779693
"Walk",140.581594728066,16,27.0593940369193,1.69121212730746,50.5517123888014,16,3.15948202430009,0.105700757956716,0.101424148011843,1.26778715317041
"Walk",125.950017197114,16,18.1528558827249,1.13455349267031,47.4674381897819,16,2.96671488686137,0.0709095932918942,0.10778424122737,1.20480821746254
"Walk",170.670191111323,16,19.7387409128552,1.23367130705345,45.480456591894,15.8333333333333,2.87244989001436,0.0771044566908405,0.112853149282342,1.14431653198224
"Walk",137.344583370904,16,31.7378918706922,1.98361824191826,51.8455610429893,15.8333333333333,3.27445648692564,0.123976140119891,0.116301228174818,1.06471812561092
"Walk",166.861950608111,15,35.0117387402508,2.33411591601672,57.7423145935097,15.8333333333333,3.64688302695851,0.145882244751045,0.118075314393965,1.07949561953403
"Walk",155.187244426778,16,33.3248656835528,2.08280410522205,61.6802059543644,15.8333333333333,3.89559195501249,0.138853607014803,0.118458364476013,1.13198313931104
"Walk",132.371110719002,16,38.8305401340251,2.42690875837657,63.9917474391361,15.8333333333333,4.04158404878754,0.151681797398535,0.1310126614704,1.15067127598481
"Walk",144.654848973166,16,30.2385565416316,1.88990978385197,62.2048046295459,15.8333333333333,3.92872450291869,0.118119361490748,0.127947979809635,1.31982485181751
"Walk",170.497760766174,16,18.8392816297544,1.17745510185965,55.4113100717232,14.5,3.82146966011884,0.0735909438662282,0.123777729673129,1.33294207224073
"Walk",156.194147364109,16,42.236041126796,2.63975257042475,51.1180650305612,13.1666666666667,3.88238468586541,0.164984535651547,0.119073453762788,1.13080575910876
"Walk",178.382728057937,7,11.4826172713878,1.64037389591255,40.6195198471807,11.6666666666667,3.48167312975835,0.102523368494534,0.120674889372305,1.04033190898969
"Tram",174.838134297964,8,6.53466765254837,0.816833456568547,29.5121756866276,10.3333333333333,2.85601700193171,0.116690493795507,0.116849007929459,1.02119813616232
"Tram",177.268450425599,7,5.93172583597542,0.847389405139346,20.9776424984872,8.83333333333333,2.37482745265893,0.105923675642418,0.650638064201377,1.00526726233922
"Tram",175.318069327913,8,9.12194341324839,1.14024292665605,48.8754480760597,7.5,6.5167264101413,0.16289184666515,0.666382288990641,1.00193037216125
"Tram",177.256260485637,7,5.11493871788653,0.730705531126647,86.8031745420678,8.83333333333333,9.82677447646051,0.0913381913908309,0.656425413981266,1.00051471831231
"Tram",179.640715220503,8,213.3664029151,26.6708003643875,124.847416736572,8.66666666666667,14.4054711619121,3.81011433776965,1.03344846311475,1.00019053073398
"Tram",179.831587299627,15,33.0232931011676,2.20155287341117,153.288942778018,8.83333333333333,17.3534652201529,0.275194109176397,1.09624359232678,1.00001980535321
"Tram",179.344865417823,7,3.44665056003533,0.492378651433618,147.470500467308,8.83333333333333,16.6947736378084,0.0328252434289079,1.27435034741037,1.00000251498547
"Tram",179.467311471559,8,154.327702912875,19.2909628641094,150.249311423806,8.83333333333333,17.0093560102422,2.75585183772991,1.32801786232974,1.00000395579445
"Tram",179.591230963871,8,34.9113331281025,4.36391664101282,135.757814690347,10,13.5757814690347,0.545489580126602,0.793113801961477,1.00000822382579
"Tram",179.95950660636,7,78.9397914060174,11.2771130580025,126.60279561704,8.83333333333333,14.3323919566461,1.40963913225031,0.777936471802556,1.00000820865513
